"study" "year" "location" "state" "elevation" "region" "inc_check" "design_scl" "fungicide2" "mean_scl" "mean_scl_qmr" "mean_scl_sd"
"212" 64 "2015/2016" "Montividiu" "GO" 921 "Northern" 36.25 1 "DIMO+BOSC-2" 46.84 1790.337 24.82323173
"213" 64 "2015/2016" "Montividiu" "GO" 921 "Northern" 36.25 1 "FLUO-2" 49.11 1790.337 19.04979681
"214" 64 "2015/2016" "Montividiu" "GO" 921 "Northern" 36.25 1 "FLUZ-2" 66.86 1790.337 31.93970883
"215" 64 "2015/2016" "Montividiu" "GO" 921 "Northern" 36.25 1 "PROCY-2" 105 1790.337 20.02336809
"216" 64 "2015/2016" "Montividiu" "GO" 921 "Northern" 36.25 1 "TIOF-4" 140.25 1790.337 40.25447418
"217" 65 "2015/2016" "Montividiu" "GO" 921 "Northern" 50.92 1 "AACHECK-0" 1031.88 168361.5556 1029.579961
"218" 65 "2015/2016" "Montividiu" "GO" 921 "Northern" 50.92 1 "CARB+PROCY-2" 113.75 168361.5556 101.0466064
"219" 65 "2015/2016" "Montividiu" "GO" 921 "Northern" 50.92 1 "DIMO+BOSC-2" 195 168361.5556 147.7469684
"220" 65 "2015/2016" "Montividiu" "GO" 921 "Northern" 50.92 1 "FLUO-2" 235.63 168361.5556 168.6141428
"221" 65 "2015/2016" "Montividiu" "GO" 921 "Northern" 50.92 1 "FLUZ-2" 186.88 168361.5556 168.6141428
"222" 65 "2015/2016" "Montividiu" "GO" 921 "Northern" 50.92 1 "PROCY-2" 227 168361.5556 178.0098312
"223" 65 "2015/2016" "Montividiu" "GO" 921 "Northern" 50.92 1 "TIOF-4" 560.63 168361.5556 449.0609415
"224" 66 "2015/2016" "Silvânia" "GO" 1050 "Northern" 30.98 1 "AACHECK-0" 2000 373905.1111 141.4213562
"225" 66 "2015/2016" "Silvânia" "GO" 1050 "Northern" 30.98 1 "CARB+PROCY-2" 490 373905.1111 247.3863375
"226" 66 "2015/2016" "Silvânia" "GO" 1050 "Northern" 30.98 1 "DIMO+BOSC-2" 275 373905.1111 110
"227" 66 "2015/2016" "Silvânia" "GO" 1050 "Northern" 30.98 1 "FLUO-2" 295 373905.1111 166.8332501
"228" 66 "2015/2016" "Silvânia" "GO" 1050 "Northern" 30.98 1 "FLUZ-2" 260 373905.1111 116.6190379
"229" 66 "2015/2016" "Silvânia" "GO" 1050 "Northern" 30.98 1 "PROCY-2" 797.5 373905.1111 861.8543132
"230" 66 "2015/2016" "Silvânia" "GO" 1050 "Northern" 30.98 1 "TIOF-4" 920 373905.1111 790.9487973
"231" 67 "2015/2016" "Silvânia" "GO" 1050 "Northern" 27.23 1 "AACHECK-0" 2025 354610 221.7355783
"232" 67 "2015/2016" "Silvânia" "GO" 1050 "Northern" 27.23 1 "CARB+PROCY-2" 1260 354610 768.0277773
"233" 67 "2015/2016" "Silvânia" "GO" 1050 "Northern" 27.23 1 "DIMO+BOSC-2" 1000 354610 1016.398872
"234" 67 "2015/2016" "Silvânia" "GO" 1050 "Northern" 27.23 1 "FLUO-2" 200 354610 71.18052168
"235" 67 "2015/2016" "Silvânia" "GO" 1050 "Northern" 27.23 1 "FLUZ-2" 175 354610 115.9022577
"236" 67 "2015/2016" "Silvânia" "GO" 1050 "Northern" 27.23 1 "PROCY-2" 497.5 354610 634.3894703
"237" 67 "2015/2016" "Silvânia" "GO" 1050 "Northern" 27.23 1 "TIOF-4" 910 354610 855.8037158
"238" 68 "2015/2016" "Uberlândia" "MG" 863 "Northern" 17.5 1 "AACHECK-0" 1992.5 101515.0933 623.6117916
"239" 68 "2015/2016" "Uberlândia" "MG" 863 "Northern" 17.5 2 "CARB+PROCY-2" 10 101515.0933 10
"240" 68 "2015/2016" "Uberlândia" "MG" 863 "Northern" 17.5 2 "DIMO+BOSC-2" 297.5 101515.0933 336.4892272
"241" 68 "2015/2016" "Uberlândia" "MG" 863 "Northern" 17.5 2 "FLUO-2" 114 101515.0933 228
"242" 68 "2015/2016" "Uberlândia" "MG" 863 "Northern" 17.5 2 "PROCY-2" 132.5 101515.0933 231.5013113
"243" 68 "2015/2016" "Uberlândia" "MG" 863 "Northern" 17.5 2 "TIOF-4" 577.5 101515.0933 377.9219496
"244" 69 "2015/2016" "Barreiras" "BA" 454 "Northern" 29.29 1 "AACHECK-0" 1261.9 21572.7252 92.89287737
"245" 69 "2015/2016" "Barreiras" "BA" 454 "Northern" 29.29 1 "CARB+PROCY-2" 410.55 21572.7252 128.420598
"246" 69 "2015/2016" "Barreiras" "BA" 454 "Northern" 29.29 1 "DIMO+BOSC-2" 172.65 21572.7252 46.14025719
"247" 69 "2015/2016" "Barreiras" "BA" 454 "Northern" 29.29 1 "FLUO-2" 45.05 21572.7252 27.82211351
"248" 69 "2015/2016" "Barreiras" "BA" 454 "Northern" 29.29 1 "FLUZ-2" 718.8 21572.7252 389.6045089
"249" 69 "2015/2016" "Barreiras" "BA" 454 "Northern" 29.29 1 "PROCY-2" 341.24 21572.7252 148.1159482
"250" 69 "2015/2016" "Barreiras" "BA" 454 "Northern" 29.29 1 "TIOF-4" 825.03 21572.7252 43.91023988
"251" 70 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 28.75 1 "AACHECK-0" 208 11013.0311 72.38784428
"252" 70 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 28.75 1 "CARB+PROCY-2" 97.5 11013.0311 118.0211845
"253" 70 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 28.75 1 "DIMO+BOSC-2" 95.5 11013.0311 85.79627032
"254" 70 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 28.75 1 "FLUO-2" 37 11013.0311 40.348482
"255" 70 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 28.75 1 "FLUZ-2" 139.5 11013.0311 191.7107196
"256" 70 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 28.75 1 "PROCY-2" 97 11013.0311 92.9946235
"257" 70 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 28.75 1 "TIOF-4" 193 11013.0311 131.1741845
"258" 71 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 41.25 1 "AACHECK-0" 7091.75 3836818.233 2740.072307
"259" 71 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 41.25 1 "CARB+PROCY-2" 674 3836818.233 550.0957492
"260" 71 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 41.25 1 "DIMO+BOSC-2" 602.5 3836818.233 558.1358855
"261" 71 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 41.25 1 "FLUO-2" 485 3836818.233 778.5276702
"262" 71 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 41.25 1 "FLUZ-2" 830 3836818.233 876.1978468
"263" 71 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 41.25 1 "PROCY-2" 2587.5 3836818.233 3175.246537
"264" 71 "2015/2016" "Júlio de  Castilhos" "RS" 513 "Southern" 41.25 1 "TIOF-4" 4511.5 3836818.233 2069.718419
"265" 73 "2015/2016" "Mauá da Serra" "PR" 909 "Southern" 23.44 1 "AACHECK-0" 770 25410 202.9778313
"266" 73 "2015/2016" "Mauá da Serra" "PR" 909 "Southern" 23.44 1 "CARB+PROCY-2" 335 25410 219.317122
"267" 73 "2015/2016" "Mauá da Serra" "PR" 909 "Southern" 23.44 1 "DIMO+BOSC-2" 95 25410 68.06859286
"268" 73 "2015/2016" "Mauá da Serra" "PR" 909 "Southern" 23.44 1 "FLUO-2" 95 25410 85.44003745
"269" 73 "2015/2016" "Mauá da Serra" "PR" 909 "Southern" 23.44 1 "FLUZ-2" 280 25410 204.6134567
"270" 73 "2015/2016" "Mauá da Serra" "PR" 909 "Southern" 23.44 1 "PROCY-2" 307.5 25410 138.5382876
"271" 73 "2015/2016" "Mauá da Serra" "PR" 909 "Southern" 23.44 1 "TIOF-4" 275 25410 167.6305461
"272" 74 "2015/2016" "Faxinal" "PR" 820 "Southern" 13.13 1 "AACHECK-0" 570 23558.2222 157.9029238
"273" 74 "2015/2016" "Faxinal" "PR" 820 "Southern" 13.13 1 "CARB+PROCY-2" 60 23558.2222 120
"274" 74 "2015/2016" "Faxinal" "PR" 820 "Southern" 13.13 1 "FLUZ-2" 235 23558.2222 111.2055155
"275" 74 "2015/2016" "Faxinal" "PR" 820 "Southern" 13.13 1 "PROCY-2" 270 23558.2222 167.6731514
"276" 74 "2015/2016" "Faxinal" "PR" 820 "Southern" 13.13 1 "TIOF-4" 320 23558.2222 343.7053001
"277" 75 "2016/2017" "Ponta Grossa" "PR" 1021 "Southern" 3.75 1 "AACHECK-0" 77.18 2061.9019 75.89939713
"278" 75 "2016/2017" "Ponta Grossa" "PR" 1021 "Southern" 3.75 1 "CARB+PROCY-2" 9.64 2061.9019 19.28571429
"279" 75 "2016/2017" "Ponta Grossa" "PR" 1021 "Southern" 3.75 1 "DIMO+BOSC-2" 27.14 2061.9019 48.54098711
"280" 75 "2016/2017" "Ponta Grossa" "PR" 1021 "Southern" 3.75 1 "FLUO-2" 38.06 2061.9019 76.11111111
"281" 75 "2016/2017" "Ponta Grossa" "PR" 1021 "Southern" 3.75 1 "FLUZ-2" 33.17 2061.9019 30.26519776
"282" 75 "2016/2017" "Ponta Grossa" "PR" 1021 "Southern" 3.75 1 "PROCY-2" 26.05 2061.9019 39.75770093
"283" 75 "2016/2017" "Ponta Grossa" "PR" 1021 "Southern" 3.75 1 "TIOF-4" 22.94 2061.9019 16.48884733
"284" 76 "2016/2017" "Pitanga" "PR" 952 "Southern" 46.5 1 "AACHECK-0" 8333.33 955080.7467 760.7275324
"285" 76 "2016/2017" "Pitanga" "PR" 952 "Southern" 46.5 1 "CARB+PROCY-2" 1180.55 955080.7467 146.1074848
"286" 76 "2016/2017" "Pitanga" "PR" 952 "Southern" 46.5 1 "DIMO+BOSC-2" 2638.89 955080.7467 506.6431119
"287" 76 "2016/2017" "Pitanga" "PR" 952 "Southern" 46.5 1 "FLUO-2" 1851.89 955080.7467 796.5116022
"288" 76 "2016/2017" "Pitanga" "PR" 952 "Southern" 46.5 1 "FLUZ-2" 8208.33 955080.7467 1666.126456
"289" 76 "2016/2017" "Pitanga" "PR" 952 "Southern" 46.5 1 "PROCY-2" 3946.76 955080.7467 1166.969653
"290" 76 "2016/2017" "Pitanga" "PR" 952 "Southern" 46.5 1 "TIOF-4" 4479.17 955080.7467 1043.886524
"291" 77 "2016/2017" "Silvânia" "GO" 1050 "Northern" 53.44 1 "AACHECK-0" 2900 1374750 2144.761059
"292" 77 "2016/2017" "Silvânia" "GO" 1050 "Northern" 53.44 1 "CARB+PROCY-2" 650 1374750 772.4420151
"293" 77 "2016/2017" "Silvânia" "GO" 1050 "Northern" 53.44 1 "DIMO+BOSC-2" 500 1374750 476.0952286
"294" 77 "2016/2017" "Silvânia" "GO" 1050 "Northern" 53.44 1 "FLUO-2" 400 1374750 230.9401077
"295" 77 "2016/2017" "Silvânia" "GO" 1050 "Northern" 53.44 1 "FLUZ-2" 350 1374750 191.4854216
"296" 77 "2016/2017" "Silvânia" "GO" 1050 "Northern" 53.44 1 "PROCY-2" 1075 1374750 1165.884091
"297" 77 "2016/2017" "Silvânia" "GO" 1050 "Northern" 53.44 1 "TIOF-4" 1700 1374750 1969.77156
"298" 78 "2016/2017" "Uberlândia" "MG" 863 "Northern" 23.75 1 "AACHECK-0" 902.5 29060.892 111.467484
"299" 78 "2016/2017" "Uberlândia" "MG" 863 "Northern" 23.75 1 "CARB+PROCY-2" 100 29060.892 100.6644591
"300" 78 "2016/2017" "Uberlândia" "MG" 863 "Northern" 23.75 1 "DIMO+BOSC-2" 109.75 29060.892 114.1063101
"301" 78 "2016/2017" "Uberlândia" "MG" 863 "Northern" 23.75 1 "FLUO-2" 85 29060.892 34.15650255
"302" 78 "2016/2017" "Uberlândia" "MG" 863 "Northern" 23.75 1 "FLUZ-2" 127.5 29060.892 183.5528988
"303" 78 "2016/2017" "Uberlândia" "MG" 863 "Northern" 23.75 1 "PROCY-2" 213.75 29060.892 303.5945369
"304" 78 "2016/2017" "Uberlândia" "MG" 863 "Northern" 23.75 1 "TIOF-4" 137.5 29060.892 50.57996968
"305" 79 "2016/2017" "Montividiu" "GO" 921 "Northern" 82 1 "AACHECK-0" 9051.25 3729966.747 3525.663354
"306" 79 "2016/2017" "Montividiu" "GO" 921 "Northern" 82 1 "CARB+PROCY-2" 3315 3729966.747 2380.869939
"307" 79 "2016/2017" "Montividiu" "GO" 921 "Northern" 82 1 "DIMO+BOSC-2" 2193.75 3729966.747 2844.013083
"308" 79 "2016/2017" "Montividiu" "GO" 921 "Northern" 82 1 "FLUO-2" 2185.63 3729966.747 1456.680552
"309" 79 "2016/2017" "Montividiu" "GO" 921 "Northern" 82 1 "FLUZ-2" 1990.63 3729966.747 1374.350415
"310" 79 "2016/2017" "Montividiu" "GO" 921 "Northern" 82 1 "PROCY-2" 2595.94 3729966.747 1717.40613
"311" 79 "2016/2017" "Montividiu" "GO" 921 "Northern" 82 1 "TIOF-4" 5143.13 3729966.747 1855.894186
"312" 81 "2016/2017" "Palmeira" "PR" 865 "Southern" 14.69 1 "AACHECK-0" 40.12 61.7733 15.17062435
"313" 81 "2016/2017" "Palmeira" "PR" 865 "Southern" 14.69 1 "CARB+PROCY-2" 28.4 61.7733 5.963529525
"314" 81 "2016/2017" "Palmeira" "PR" 865 "Southern" 14.69 1 "DIMO+BOSC-2" 28.09 61.7733 9.148861759
"315" 81 "2016/2017" "Palmeira" "PR" 865 "Southern" 14.69 1 "FLUO-2" 19.75 61.7733 10.32913613
"316" 81 "2016/2017" "Palmeira" "PR" 865 "Southern" 14.69 1 "FLUZ-2" 26.54 61.7733 10.00431752
"317" 81 "2016/2017" "Palmeira" "PR" 865 "Southern" 14.69 1 "PROCY-2" 24.54 61.7733 10.18986051
"318" 81 "2016/2017" "Palmeira" "PR" 865 "Southern" 14.69 1 "TIOF-4" 21.6 61.7733 6.724335242
"319" 82 "2016/2017" "Mauá da Serra" "PR" 909 "Southern" 11.88 1 "AACHECK-0" 1205 72632.8571 258.3924664
"320" 82 "2016/2017" "Mauá da Serra" "PR" 909 "Southern" 11.88 1 "CARB+PROCY-2" 135 72632.8571 157.7973384
"321" 82 "2016/2017" "Mauá da Serra" "PR" 909 "Southern" 11.88 1 "DIMO+BOSC-2" 75 72632.8571 150
"322" 82 "2016/2017" "Mauá da Serra" "PR" 909 "Southern" 11.88 1 "FLUO-2" 155 72632.8571 179.1647287
"323" 82 "2016/2017" "Mauá da Serra" "PR" 909 "Southern" 11.88 1 "FLUZ-2" 150 72632.8571 129.0994449
"324" 82 "2016/2017" "Mauá da Serra" "PR" 909 "Southern" 11.88 1 "PROCY-2" 317.5 72632.8571 437.8437425
"325" 82 "2016/2017" "Mauá da Serra" "PR" 909 "Southern" 11.88 1 "TIOF-4" 375 72632.8571 191.3983629
